OrderNumber,ShippingAddress,Order,AccountNumber,CartNumber
8162918,68556 Central Hwy,Delivered,10048868,259290
8162928,55 Riverside Ave,Dispatched,10048871,259305
8162938,7140 University Ave,Processing,10048874,259320
8162948,64 5th Ave #1153,Processing,10048877,259335
8162958,3 Secor Rd,Dispatched,10048880,259350
8162968,4 Webbs Chapel Rd,Dispatched,10048883,259365
8162978,524 Louisiana Ave Nw,Processing,10048886,259380
8162988,185 Blackstone Bldge,Dispatched,10048889,259395
8162998,170 Wyoming Ave,Confirmed,10048892,259410
8163008,4 10th St W,Processing,10048895,259425
8163018,7 W Pinhook Rd,Dispatched,10048898,259440
8163028,1 Commerce Way,Dispatched,10048901,259455
8163038,64 Lakeview Ave,Processing,10048904,259470
8163048,3 Aspen St,Confirmed,10048907,259485
8163058,32860 Sierra Rd,Processing,10048910,259500
8163068,555 Main St,Confirmed,10048913,259515
8163078,2 Se 3rd Ave,Dispatched,10048916,259530
8163088,2239 Shawnee Mission Pky,Processing,10048919,259545
8163098,2726 Charcot Ave,Dispatched,10048922,259560
8163108,5161 Dorsett Rd,Delivered,10048925,259575
8163118,55892 Jacksonville Rd,Confirmed,10048928,259590
8163128,5 N Cleveland Massillon Rd,Processing,10048931,259605
8163138,7 Benton Dr,Processing,10048934,259620
8163148,9390 S Howell Ave,Dispatched,10048937,259635
8163158,8 County Center Dr #647,Processing,10048940,259650
8163168,4646 Kaahumanu St,Confirmed,10048943,259665
8163178,2 Monroe St,Processing,10048946,259680
8163188,52777 Leaders Heights Rd,Dispatched,10048949,259695
8163198,72868 Blackington Ave,Delivered,10048952,259710
8163208,9 Norristown Rd,Dispatched,10048955,259725
8163218,83 County Road 437 #8581,Processing,10048958,259740
8163228,1 N Harlem Ave #9,Dispatched,10048961,259755
8163238,90131 J St,Dispatched,10048964,259770
8163248,8597 W National Ave,Delivered,10048967,259785
8163258,6 Gilson St,Dispatched,10048970,259800
8163268,65 W Maple Ave,Dispatched,10048973,259815
8163278,866 34th Ave,Dispatched,10048976,259830
8163288,798 Lund Farm Way,Dispatched,10048979,259845
8163298,9387 Charcot Ave,Confirmed,10048982,259860
8163308,30553 Washington Rd,Delivered,10048985,259875
8163318,481 W Lemon St,Processing,10048988,259890
8163328,4 Warehouse Point Rd #7,Confirmed,10048991,259905
8163338,4940 Pulaski Park Dr,Delivered,10048994,259920
8163348,627 Walford Ave,Processing,10048997,259935
8163358,137 Pioneer Way,Processing,10049000,259950
8163368,61 13 Stoneridge #835,Delivered,10049003,259965
8163378,2409 Alabama Rd,Processing,10049006,259980
8163388,8927 Vandever Ave,Processing,10049009,259995
8163398,134 Lewis Rd,Delivered,10049012,260010
8163408,9 N College Ave #3,Confirmed,10049015,260025
8163418,60480 Old Us Highway 51,Dispatched,10049018,260040
8163428,4 Bloomfield Ave,Delivered,10049021,260055
8163438,429 Tiger Ln,Delivered,10049024,260070
8163448,54169 N Main St,Confirmed,10049027,260085
8163458,92 Main St,Processing,10049030,260100
8163468,72 Mannix Dr,Processing,10049033,260115
8163478,12270 Caton Center Dr,Delivered,10049036,260130
8163488,749 W 18th St #45,Dispatched,10049039,260145
8163498,8 Industry Ln,Delivered,10049042,260160
8163508,1 Huntwood Ave,Dispatched,10049045,260175
8163518,55262 N French Rd,Confirmed,10049048,260190
8163528,422 E 21st St,Delivered,10049051,260205
8163538,501 N 19th Ave,Confirmed,10049054,260220
8163548,455 N Main Ave,Processing,10049057,260235
8163558,1844 Southern Blvd,Confirmed,10049060,260250
8163568,2023 Greg St,Processing,10049063,260265
8163578,63381 Jenks Ave,Confirmed,10049066,260280
8163588,6651 Municipal Rd,Processing,10049069,260295
8163598,81 Norris Ave #525,Confirmed,10049072,260310
8163608,6916 W Main St,Processing,10049075,260325
8163618,9635 S Main St,Delivered,10049078,260340
8163628,17 Us Highway 111,Confirmed,10049081,260355
8163638,992 Civic Center Dr,Processing,10049084,260370
8163648,303 N Radcliffe St,Dispatched,10049087,260385
8163658,73 Saint Ann St #86,Processing,10049090,260400
8163668,44 58th St,Processing,10049093,260415
8163678,9745 W Main St,Delivered,10049096,260430
8163688,84 Bloomfield Ave,Processing,10049099,260445
8163698,287 Youngstown Warren Rd,Dispatched,10049102,260460
8163708,6 Van Buren St,Processing,10049105,260475
8163718,229 N Forty Driv,Dispatched,10049108,260490
8163728,2887 Knowlton St #5435,Delivered,10049111,260505
8163738,523 Marquette Ave,Confirmed,10049114,260520
8163748,3717 Hamann Industrial Pky,Confirmed,10049117,260535
8163758,3 State Route 35 S,Delivered,10049120,260550
8163768,82 N Highway 67,Confirmed,10049123,260565
8163778,9 Murfreesboro Rd,Processing,10049126,260580
8163788,6 S Broadway St,Processing,10049129,260595
8163798,6 Harry L Dr #6327,Delivered,10049132,260610
8163808,47939 Porter Ave,Dispatched,10049135,260625
8163818,9 Wales Rd Ne #914,Delivered,10049138,260640
8163828,195 13n N,Delivered,10049141,260655
8163838,99 Tank Farm Rd,Confirmed,10049144,260670
8163848,4671 Alemany Blvd,Confirmed,10049147,260685
8163858,98 University Dr,Delivered,10049150,260700
8163868,50 E Wacker Dr,Delivered,10049153,260715
8163878,70 Euclid Ave #722,Delivered,10049156,260730
8163888,326 E Main St #6496,Dispatched,10049159,260745
8163898,406 Main St,Confirmed,10049162,260760
8163908,3 Elmwood Dr,Confirmed,10049165,260775
8163918,9 Church St,Dispatched,10049168,260790
8163928,9939 N 14th St,Dispatched,10049171,260805
8163938,5384 Southwyck Blvd,Delivered,10049174,260820
8163948,97 Airport Loop Dr,Dispatched,10049177,260835
8163958,37855 Nolan Rd,Confirmed,10049180,260850
8163968,4252 N Washington Ave #9,Delivered,10049183,260865
8163978,42754 S Ash Ave,Confirmed,10049186,260880
8163988,703 Beville Rd,Processing,10049189,260895
8163998,5 Harrison Rd,Confirmed,10049192,260910
8164008,73 Southern Blvd,Confirmed,10049195,260925
8164018,189 Village Park Rd,Delivered,10049198,260940
8164028,6 Middlegate Rd #106,Processing,10049201,260955
8164038,1128 Delaware St,Dispatched,10049204,260970
8164048,577 Parade St,Confirmed,10049207,260985
8164058,70 Mechanic St,Dispatched,10049210,261000
8164068,4379 Highway 116,Dispatched,10049213,261015
8164078,55 Hawthorne Blvd,Dispatched,10049216,261030
8164088,7116 Western Ave,Processing,10049219,261045
8164098,2026 N Plankinton Ave #3,Confirmed,10049222,261060
8164108,99586 Main St,Delivered,10049225,261075
8164118,8739 Hudson St,Dispatched,10049228,261090
8164128,383 Gunderman Rd #197,Confirmed,10049231,261105
8164138,4441 Point Term Mkt,Processing,10049234,261120
8164148,2972 Lafayette Ave,Delivered,10049237,261135
8164158,2140 Diamond Blvd,Delivered,10049240,261150
8164168,93 Redmond Rd #492,Processing,10049243,261165
8164178,3989 Portage Tr,Dispatched,10049246,261180
8164188,1 Midway Rd,Delivered,10049249,261195
8164198,77132 Coon Rapids Blvd Nw,Dispatched,10049252,261210
8164208,755 Harbor Way,Dispatched,10049255,261225
8164218,87 Sierra Rd,Dispatched,10049258,261240
8164228,7667 S Hulen St #42,Dispatched,10049261,261255
8164238,75684 S Withlapopka Dr #32,Dispatched,10049264,261270
8164248,5 Elmwood Park Blvd,Confirmed,10049267,261285
8164258,23 Palo Alto Sq,Dispatched,10049270,261300
8164268,38062 E Main St,Confirmed,10049273,261315
8164278,3958 S Dupont Hwy #7,Dispatched,10049276,261330
8164288,560 Civic Center Dr,Dispatched,10049279,261345
8164298,3270 Dequindre Rd,Confirmed,10049282,261360
8164308,1 Garfield Ave #7,Processing,10049285,261375
8164318,9122 Carpenter Ave,Delivered,10049288,261390
8164328,48 Lenox St,Delivered,10049291,261405
8164338,5 Little River Tpke,Dispatched,10049294,261420
8164348,3 N Groesbeck Hwy,Confirmed,10049297,261435
8164358,37 N Elm St #916,Delivered,10049300,261450
8164368,433 Westminster Blvd #590,Confirmed,10049303,261465
8164378,66697 Park Pl #3224,Processing,10049306,261480
8164388,96263 Greenwood Pl,Processing,10049309,261495
8164398,8 Mcarthur Ln,Dispatched,10049312,261510
8164408,8 Fair Lawn Ave,Delivered,10049315,261525
8164418,9 N 14th St,Confirmed,10049318,261540
8164428,9 Vanowen St,Dispatched,10049321,261555
8164438,18 Waterloo Geneva Rd,Delivered,10049324,261570
8164448,506 S Hacienda Dr,Dispatched,10049327,261585
8164458,3732 Sherman Ave,Dispatched,10049330,261600
8164468,25657 Live Oak St,Dispatched,10049333,261615
8164478,4923 Carey Ave,Processing,10049336,261630
8164488,3196 S Rider Trl,Confirmed,10049339,261645
8164498,3 Railway Ave #75,Confirmed,10049342,261660
8164508,87393 E Highland Rd,Confirmed,10049345,261675
8164518,67 E Chestnut Hill Rd,Processing,10049348,261690
8164528,33 Lewis Rd #46,Processing,10049351,261705
8164538,8100 Jacksonville Rd #7,Delivered,10049354,261720
8164548,7 W Wabansia Ave #227,Processing,10049357,261735
8164558,25 Minters Chapel Rd #9,Processing,10049360,261750
8164568,6882 Torresdale Ave,Processing,10049363,261765
8164578,985 E 6th Ave,Dispatched,10049366,261780
8164588,7 West Ave #1,Dispatched,10049369,261795
8164598,26659 N 13th St,Dispatched,10049372,261810
8164608,669 Packerland Dr #1438,Delivered,10049375,261825
8164618,759 Eldora St,Delivered,10049378,261840
8164628,5 S Colorado Blvd #449,Dispatched,10049381,261855
8164638,944 Gaither Dr,Dispatched,10049384,261870
8164648,66552 Malone Rd,Dispatched,10049387,261885
8164658,77 Massillon Rd #822,Processing,10049390,261900
8164668,25346 New Rd,Delivered,10049393,261915
8164678,60 Fillmore Ave,Confirmed,10049396,261930
8164688,57 Haven Ave #90,Processing,10049399,261945
8164698,6538 E Pomona St #60,Confirmed,10049402,261960
8164708,6535 Joyce St,Processing,10049405,261975
8164718,78112 Morris Ave,Confirmed,10049408,261990
8164728,96950 Hidden Ln,Delivered,10049411,262005
8164738,3718 S Main St,Delivered,10049414,262020
8164748,9677 Commerce Dr,Delivered,10049417,262035
8164758,5 Green Pond Rd #4,Dispatched,10049420,262050
8164768,636 Commerce Dr #42,Processing,10049423,262065
8164778,42744 Hamann Industrial Pky #82,Delivered,10049426,262080
8164788,1950 5th Ave,Delivered,10049429,262095
8164798,61304 N French Rd,Confirmed,10049432,262110
8164808,87 Imperial Ct #79,Dispatched,10049435,262125
8164818,94 W Dodge Rd,Confirmed,10049438,262140
8164828,4 58th St #3519,Processing,10049441,262155
8164838,5221 Bear Valley Rd,Confirmed,10049444,262170
8164848,9648 S Main,Delivered,10049447,262185
8164858,7 S San Marcos Rd,Confirmed,10049450,262200
8164868,812 S Haven St,Delivered,10049453,262215
8164878,3882 W Congress St #799,Delivered,10049456,262230
8164888,4 E Colonial Dr,Delivered,10049459,262245
8164898,45 2nd Ave #9759,Processing,10049462,262260
8164908,57254 Brickell Ave #372,Confirmed,10049465,262275
8164918,8977 Connecticut Ave Nw #3,Delivered,10049468,262290
8164928,9 Waydell St,Confirmed,10049471,262305
8164938,43 Huey P Long Ave,Delivered,10049474,262320
8164948,7563 Cornwall Rd #4462,Delivered,10049477,262335
8164958,22 Bridle Ln,Processing,10049480,262350
8164968,70099 E North Ave,Dispatched,10049483,262365
8164978,3211 E Northeast Loop,Confirmed,10049486,262380
8164988,26 Montgomery St,Processing,10049489,262395
8164998,13252 Lighthouse Ave,Confirmed,10049492,262410
8165008,206 Main St #2804,Processing,10049495,262425
8165018,96541 W Central Blvd,Dispatched,10049498,262440
8165028,34 Saint George Ave #2,Confirmed,10049501,262455
8165038,47857 Coney Island Ave,Dispatched,10049504,262470
8165048,8573 Lincoln Blvd,Delivered,10049507,262485
8165058,596 Santa Maria Ave #7913,Processing,10049510,262500
8165068,3829 Ventura Blvd,Delivered,10049513,262515
8165078,13 S Hacienda Dr,Delivered,10049516,262530
8165088,40 9th Ave Sw #91,Processing,10049519,262545
8165098,2845 Boulder Crescent St,Dispatched,10049522,262560
8165108,33 State St,Delivered,10049525,262575
8165118,2 S 15th St,Delivered,10049528,262590
8165128,4 Kohler Memorial Dr,Dispatched,10049531,262605
8165138,1 Rancho Del Mar Shopping C,Processing,10049534,262620
8165148,3943 N Highland Ave,Processing,10049537,262635
8165158,5 Williams St,Confirmed,10049540,262650
8165168,60 Old Dover Rd,Delivered,10049543,262665
8165178,8 Sheridan Rd,Delivered,10049546,262680
8165188,85092 Southern Blvd,Delivered,10049549,262695
8165198,64 Newman Springs Rd E,Confirmed,10049552,262710
8165208,48 Stratford Ave,Processing,10049555,262725
8165218,80 Pittsford Victor Rd #9,Dispatched,10049558,262740
8165228,87163 N Main Ave,Dispatched,10049561,262755
8165238,393 Lafayette Ave,Dispatched,10049564,262770
8165248,99 5th Ave #33,Dispatched,10049567,262785
8165258,49 N Mays St,Processing,10049570,262800
8165268,993 Washington Ave,Processing,10049573,262815
8165278,88 15th Ave Ne,Confirmed,10049576,262830
8165288,3381 E 40th Ave,Confirmed,10049579,262845
8165298,201 Ridgewood Rd,Processing,10049582,262860
8165308,39 Moccasin Dr,Processing,10049585,262875
8165318,4 Carroll St,Delivered,10049588,262890
8165328,9581 E Arapahoe Rd,Delivered,10049591,262905
8165338,33 N Michigan Ave,Confirmed,10049594,262920
8165348,2 S Biscayne Blvd,Dispatched,10049597,262935
8165358,8 Us Highway 22,Confirmed,10049600,262950
8165368,7422 Martin Ave #8,Dispatched,10049603,262965
8165378,94 Chase Rd,Confirmed,10049606,262980
8165388,8139 I Hwy 10 #92,Confirmed,10049609,262995
8165398,5 Cabot Rd,Confirmed,10049612,263010
8165408,3387 Ryan Dr,Delivered,10049615,263025
8165418,3125 Packer Ave #9851,Dispatched,10049618,263040
8165428,347 Chestnut St,Delivered,10049621,263055
8165438,8116 Mount Vernon Ave,Processing,10049624,263070
8165448,8772 Old County Rd #5410,Dispatched,10049627,263085
8165458,868 State St #38,Delivered,10049630,263100
8165468,772 W River Dr,Confirmed,10049633,263115
8165478,73 W Barstow Ave,Processing,10049636,263130
8165488,61047 Mayfield Ave,Confirmed,10049639,263145
8165498,2139 Santa Rosa Ave,Delivered,10049642,263160
8165508,598 43rd St,Dispatched,10049645,263175
8165518,70295 Pioneer Ct,Dispatched,10049648,263190
8165528,92899 Kalakaua Ave,Processing,10049651,263205
8165538,395 S 6th St #2,Delivered,10049654,263220
8165548,9506 Edgemore Ave,Dispatched,10049657,263235
8165558,72119 S Walker Ave #63,Confirmed,10049660,263250
8165568,369 Latham St #500,Confirmed,10049663,263265
8165578,3158 Runamuck Pl,Processing,10049666,263280
8165588,9 Plainsboro Rd #598,Delivered,10049669,263295
8165598,8728 S Broad St,Dispatched,10049672,263310
8165608,2215 Prosperity Dr,Delivered,10049675,263325
8165618,1 S Pine St,Delivered,10049678,263340
8165628,187 Market St,Delivered,10049681,263355
8165638,94290 S Buchanan St,Confirmed,10049684,263370
8165648,7061 N 2nd St,Delivered,10049687,263385
8165658,10759 Main St,Delivered,10049690,263400
8165668,97 E 3rd St #9,Delivered,10049693,263415
8165678,82 Winsor St #54,Dispatched,10049696,263430
8165688,41 Steel Ct,Confirmed,10049699,263445
8165698,49440 Dearborn St,Dispatched,10049702,263460
8165708,7 S Beverly Dr,Confirmed,10049705,263475
8165718,919 Wall Blvd,Processing,10049708,263490
8165728,89 20th St E #779,Processing,10049711,263505
8165738,721 Interstate 45 S,Processing,10049714,263520
8165748,3 Lawton St,Confirmed,10049717,263535
8165758,38 Pleasant Hill Rd,Delivered,10049720,263550
8165768,45 E Acacia Ct,Processing,10049723,263565
8165778,63728 Poway Rd #1,Confirmed,10049726,263580
8165788,77 222 Dr,Dispatched,10049729,263595
8165798,53 W Carey St,Processing,10049732,263610
8165808,617 Nw 36th Ave,Delivered,10049735,263625
8165818,539 Coldwater Canyon Ave,Dispatched,10049738,263640
8165828,735 Crawford Dr,Dispatched,10049741,263655
8165838,910 Rahway Ave,Processing,10049744,263670
8165848,7 Tarrytown Rd,Delivered,10049747,263685
8165858,35433 Blake St #588,Confirmed,10049750,263700
8165868,29 Cherry St #7073,Delivered,10049753,263715
8165878,810 N La Brea Ave,Confirmed,10049756,263730
8165888,987 Main St,Dispatched,10049759,263745
8165898,36 Enterprise St Se,Dispatched,10049762,263760
8165908,8429 Miller Rd,Confirmed,10049765,263775
8165918,5 W 7th St,Confirmed,10049768,263790
8165928,2 Flynn Rd,Confirmed,10049771,263805
8165938,2094 Ne 36th Ave,Processing,10049774,263820
8165948,649 Tulane Ave,Delivered,10049777,263835
8165958,2094 Montour Blvd,Dispatched,10049780,263850
8165968,393 Hammond Dr,Dispatched,10049783,263865
8165978,8590 Lake Lizzie Dr,Delivered,10049786,263880
8165988,87895 Concord Rd,Dispatched,10049789,263895
8165998,46314 Route 130,Processing,10049792,263910
8166008,4 Cowesett Ave,Dispatched,10049795,263925
8166018,95 Main Ave #2,Delivered,10049798,263940
8166028,28 S 7th St #2824,Delivered,10049801,263955
8166038,79 S Howell Ave,Dispatched,10049804,263970
8166048,36 Lancaster Dr Se,Delivered,10049807,263985
8166058,2759 Livingston Ave,Dispatched,10049810,264000
8166068,17 Jersey Ave,Delivered,10049813,264015
8166078,2 W Grand Ave,Processing,10049816,264030
8166088,18 Coronado Ave #563,Delivered,10049819,264045
8166098,72 Beechwood Ter,Confirmed,10049822,264060
8166108,92 Broadway,Processing,10049825,264075
8166118,39 Franklin Ave,Processing,10049828,264090
8166128,4 Iwaena St,Confirmed,10049831,264105
8166138,32820 Corkwood Rd,Processing,10049834,264120
8166148,34 Raritan Center Pky,Processing,10049837,264135
